title,date,url,stock
【公告】隆銘綠能上市有價證券取消分盤集合競價交易方式爰仍繼續列為變更交易方法,2024/4/2,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E4%B8%8A%E5%B8%82%E6%9C%89%E5%83%B9%E8%AD%89%E5%88%B8%E5%8F%96%E6%B6%88%E5%88%86%E7%9B%A4%E9%9B%86%E5%90%88%E7%AB%B6%E5%83%B9%E4%BA%A4%E6%98%93%E6%96%B9%E5%BC%8F%E7%88%B0%E4%BB%8D%E7%B9%BC%E7%BA%8C%E5%88%97%E7%82%BA%E8%AE%8A%E6%9B%B4%E4%BA%A4%E6%98%93%E6%96%B9%E6%B3%95-125248932.html,3018
【公告】隆銘綠能現金增資重要子公司同開營造股份有限公司累計金額達標準,2024/3/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E7%8F%BE%E9%87%91%E5%A2%9E%E8%B3%87%E9%87%8D%E8%A6%81%E5%AD%90%E5%85%AC%E5%8F%B8%E5%90%8C%E9%96%8B%E7%87%9F%E9%80%A0%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%B4%AF%E8%A8%88%E9%87%91%E9%A1%8D%E9%81%94%E6%A8%99%E6%BA%96-111312790.html,3018
【公告】隆銘綠能董事會決議不分派股利,2024/3/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E4%B8%8D%E5%88%86%E6%B4%BE%E8%82%A1%E5%88%A9-111310597.html,3018
【公告】隆銘綠能董事會決議召開一一三年股東常會相關事項(新增承認事項及討論事項),2024/3/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%8F%AC%E9%96%8B-%E4%B8%89%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E7%9B%B8%E9%97%9C%E4%BA%8B%E9%A0%85-%E6%96%B0%E5%A2%9E%E6%89%BF%E8%AA%8D%E4%BA%8B%E9%A0%85%E5%8F%8A%E8%A8%8E%E8%AB%96%E4%BA%8B%E9%A0%85-105422966.html,3018
【公告】隆銘綠能董事會決議辦理113年度私募普通股,2024/3/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E8%BE%A6%E7%90%86113%E5%B9%B4%E5%BA%A6%E7%A7%81%E5%8B%9F%E6%99%AE%E9%80%9A%E8%82%A1-105420497.html,3018
【公告】隆銘綠能董事會決議發行限制員工權利新股案,2024/3/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E7%99%BC%E8%A1%8C%E9%99%90%E5%88%B6%E5%93%A1%E5%B7%A5%E6%AC%8A%E5%88%A9%E6%96%B0%E8%82%A1%E6%A1%88-105416518.html,3018
【公告】隆銘綠能 2024年2月合併營收1399.5萬元 年增-67.19%,2024/3/11,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD-2024%E5%B9%B42%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B61399-5%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-070114070.html,3018
《業績-其他電》隆銘綠能2月營收為0.14億元，年減67.19%,2024/3/11,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD2%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-14%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B67-065736678.html,3018
《業績-其他電》隆銘綠能1月營收為0.13億元，年減82.44%,2024/2/15,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD1%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-13%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B82-082908412.html,3018
【公告】隆銘綠能 2024年1月合併營收1304萬元 年增-82.44%,2024/2/15,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD-2024%E5%B9%B41%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B61304%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-82-081208921.html,3018
【公告】隆銘綠能新任營運長,2024/1/11,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E6%96%B0%E4%BB%BB%E7%87%9F%E9%81%8B%E9%95%B7-112956689.html,3018
【公告】隆銘綠能 2023年12月合併營收3399.1萬元 年增259.43%,2024/1/10,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD-2023%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B63399-1%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E259-091251935.html,3018
《業績-其他電》隆銘綠能12月營收為0.34億元，年增259.43%,2024/1/10,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD12%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-34%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E259-091039923.html,3018
【公告】隆銘綠能112年度第1次私募普通股收足股款及增資基準日,2023/12/29,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD112%E5%B9%B4%E5%BA%A6%E7%AC%AC1%E6%AC%A1%E7%A7%81%E5%8B%9F%E6%99%AE%E9%80%9A%E8%82%A1%E6%94%B6%E8%B6%B3%E8%82%A1%E6%AC%BE%E5%8F%8A%E5%A2%9E%E8%B3%87%E5%9F%BA%E6%BA%96%E6%97%A5-075517417.html,3018
【公告】隆銘綠能董事會決議通過112年度私募普通股定價及增資基準日相關事宜,2023/12/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E9%80%9A%E9%81%8E112%E5%B9%B4%E5%BA%A6%E7%A7%81%E5%8B%9F%E6%99%AE%E9%80%9A%E8%82%A1%E5%AE%9A%E5%83%B9%E5%8F%8A%E5%A2%9E%E8%B3%87%E5%9F%BA%E6%BA%96%E6%97%A5%E7%9B%B8%E9%97%9C%E4%BA%8B%E5%AE%9C-092448845.html,3018
【公告】隆銘綠能受邀參加統一綜合證券舉辦線上法人說明會,2023/12/20,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A0%E7%B5%B1-%E7%B6%9C%E5%90%88%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E7%B7%9A%E4%B8%8A%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-071655195.html,3018
【公告】隆銘綠能 2023年11月合併營收8754.6萬元 年增-11.32%,2023/12/11,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD-2023%E5%B9%B411%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B68754-6%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-065158913.html,3018
《業績-其他電》隆銘綠能11月營收為0.88億元，年減11.32%,2023/12/11,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD11%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-88%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B11-065150561.html,3018
【公告】隆銘綠能 2023年10月合併營收3602.5萬元 年增-58.47%,2023/11/10,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD-2023%E5%B9%B410%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B63602-5%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-090146714.html,3018
《業績-其他電》隆銘綠能10月營收為0.36億元，年減58.47%,2023/11/10,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%9A%86%E9%8A%98%E7%B6%A0%E8%83%BD10%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-36%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B58-085128163.html,3018
【公告】聯德董事會決議召開113年股東常會事宜,2024/3/15,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%8F%AC%E9%96%8B113%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E4%BA%8B%E5%AE%9C-081733451.html,3308
【公告】聯德董事會決議不分派股利,2024/3/15,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E4%B8%8D%E5%88%86%E6%B4%BE%E8%82%A1%E5%88%A9-081729041.html,3308
【公告】聯德董事會重大決議事項,2024/3/15,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E8%91%A3%E4%BA%8B%E6%9C%83%E9%87%8D%E5%A4%A7%E6%B1%BA%E8%AD%B0%E4%BA%8B%E9%A0%85-074030782.html,3308
【公告】更正聯德負責人接獲台灣高等法院違反證交法判決書(事實發生日誤植為113/03/24，正確應為113/03/14),2024/3/14,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%9B%B4%E6%AD%A3%E8%81%AF%E5%BE%B7%E8%B2%A0%E8%B2%AC%E4%BA%BA%E6%8E%A5%E7%8D%B2%E5%8F%B0%E7%81%A3%E9%AB%98%E7%AD%89%E6%B3%95%E9%99%A2%E9%81%95%E5%8F%8D%E8%AD%89%E4%BA%A4%E6%B3%95%E5%88%A4%E6%B1%BA%E6%9B%B8-%E4%BA%8B%E5%AF%A6%E7%99%BC%E7%94%9F%E6%97%A5%E8%AA%A4%E6%A4%8D%E7%82%BA113-03-24-094620016.html,3308
【公告】聯德負責人接獲台灣高等法院違反證交法判決書,2024/3/14,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E8%B2%A0%E8%B2%AC%E4%BA%BA%E6%8E%A5%E7%8D%B2%E5%8F%B0%E7%81%A3%E9%AB%98%E7%AD%89%E6%B3%95%E9%99%A2%E9%81%95%E5%8F%8D%E8%AD%89%E4%BA%A4%E6%B3%95%E5%88%A4%E6%B1%BA%E6%9B%B8-093642075.html,3308
【公告】聯德 2024年2月合併營收1305.2萬元 年增-75.08%,2024/3/7,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7-2024%E5%B9%B42%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B61305-2%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-065257500.html,3308
【公告】聯德電子現金減資換發股票4月1日上市買賣,2024/3/6,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E9%9B%BB%E5%AD%90%E7%8F%BE%E9%87%91%E6%B8%9B%E8%B3%87%E6%8F%9B%E7%99%BC%E8%82%A1%E7%A5%A84%E6%9C%881%E6%97%A5%E4%B8%8A%E5%B8%82%E8%B2%B7%E8%B3%A3-114301419.html,3308
【公告】聯德現金減資辦理資本額變更登記完成,2024/2/15,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E7%8F%BE%E9%87%91%E6%B8%9B%E8%B3%87%E8%BE%A6%E7%90%86%E8%B3%87%E6%9C%AC%E9%A1%8D%E8%AE%8A%E6%9B%B4%E7%99%BB%E8%A8%98%E5%AE%8C%E6%88%90-102353687.html,3308
《業績-電零組》聯德1月營收為0.11億元，年減57.77%,2024/2/7,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E9%9B%BB%E9%9B%B6%E7%B5%84-%E8%81%AF%E5%BE%B71%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-11%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B57-072515272.html,3308
【公告】聯德 2024年1月合併營收1093.1萬元 年增-57.77%,2024/2/7,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7-2024%E5%B9%B41%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B61093-1%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-072122386.html,3308
《電零組》聯德精材、聯德電子科技 拚IPO,2024/1/20,https://tw.stock.yahoo.com/news/%E9%9B%BB%E9%9B%B6%E7%B5%84-%E8%81%AF%E5%BE%B7%E7%B2%BE%E6%9D%90-%E8%81%AF%E5%BE%B7%E9%9B%BB%E5%AD%90%E7%A7%91%E6%8A%80-%E6%8B%9Aipo-071957476.html,3308
聯德精材、聯德電子科技 拚IPO,2024/1/20,https://tw.stock.yahoo.com/news/%E8%81%AF%E5%BE%B7%E7%B2%BE%E6%9D%90-%E8%81%AF%E5%BE%B7%E9%9B%BB%E5%AD%90%E7%A7%91%E6%8A%80-%E6%8B%9Aipo-201000681.html,3308
《電零組》聯德控股-KY全方位成長 EPS挑戰倍增,2024/1/19,https://tw.stock.yahoo.com/news/%E9%9B%BB%E9%9B%B6%E7%B5%84-%E8%81%AF%E5%BE%B7%E6%8E%A7%E8%82%A1-ky%E5%85%A8%E6%96%B9%E4%BD%8D%E6%88%90%E9%95%B7-eps%E6%8C%91%E6%88%B0%E5%80%8D%E5%A2%9E-075406792.html,3308
【公告】聯德減資基準日,2024/1/11,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E6%B8%9B%E8%B3%87%E5%9F%BA%E6%BA%96%E6%97%A5-104110847.html,3308
《業績-電零組》聯德12月營收為0.27億元，年減62.54%,2024/1/9,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E9%9B%BB%E9%9B%B6%E7%B5%84-%E8%81%AF%E5%BE%B712%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-27%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B62-001059206.html,3308
【公告】聯德 2023年12月合併營收2702.1萬元 年增-62.54%,2024/1/8,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7-2023%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B62702-1%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-094222167.html,3308
【公告】聯德將於112年12月28日召開法人說明會,2023/12/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E5%B0%87%E6%96%BC112%E5%B9%B412%E6%9C%8828%E6%97%A5%E5%8F%AC%E9%96%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-110456665.html,3308
《業績-電零組》聯德11月營收為0.23億元，年減68.45%,2023/12/7,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E9%9B%BB%E9%9B%B6%E7%B5%84-%E8%81%AF%E5%BE%B711%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-23%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B68-083530823.html,3308
【公告】聯德 2023年11月合併營收2318.5萬元 年增-68.45%,2023/12/7,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7-2023%E5%B9%B411%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B62318-5%E8%90%AC%E5%85%83-%E5%B9%B4%E5%A2%9E-082148703.html,3308
【公告】聯德減資彌補虧損換發股票,2023/11/17,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%81%AF%E5%BE%B7%E6%B8%9B%E8%B3%87%E5%BD%8C%E8%A3%9C%E8%99%A7%E6%90%8D%E6%8F%9B%E7%99%BC%E8%82%A1%E7%A5%A8-123627792.html,3308
【公告】達興材料 2024年3月合併營收3.43億元 年增-6.11%,2024/4/3,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99-2024%E5%B9%B43%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B63-43%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-071158625.html,5234
潛力股：達興材料,2024/4/1,https://tw.stock.yahoo.com/news/%E6%BD%9B%E5%8A%9B%E8%82%A1-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99-053119337.html,5234
焦點股：達興材料半導體營收占比看增，股價站上所有均線,2024/3/29,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E5%8D%8A%E5%B0%8E%E9%AB%94%E7%87%9F%E6%94%B6%E5%8D%A0%E6%AF%94%E7%9C%8B%E5%A2%9E-%E8%82%A1%E5%83%B9%E7%AB%99%E4%B8%8A%E6%89%80%E6%9C%89%E5%9D%87%E7%B7%9A-031710482.html,5234
半導體材料放量，達興材料半導體業務倍數增長，H2營運動能轉強,2024/3/28,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%9D%90%E6%96%99%E6%94%BE%E9%87%8F-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%A5%AD%E5%8B%99%E5%80%8D%E6%95%B8%E5%A2%9E%E9%95%B7-h2%E7%87%9F%E9%81%8B%E5%8B%95%E8%83%BD%E8%BD%89%E5%BC%B7-031501848.html,5234
半導體供應鏈特用化學股升溫,更新時間：,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94%E4%BE%9B%E6%87%89%E9%8F%88%E7%89%B9%E7%94%A8%E5%8C%96%E5%AD%B8%E8%82%A1%E5%8D%87%E6%BA%AB-051710336.html,5234
《光電股》達興材料2月每股盈餘0.25元,2024/3/8,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E9%81%94%E8%88%88%E6%9D%90%E6%96%992%E6%9C%88%E6%AF%8F%E8%82%A1%E7%9B%88%E9%A4%980-25%E5%85%83-080949094.html,5234
【公告】因達興材料有價證券於集中交易市場達公布注意交易資訊標準，故公布相關財務業務等重大訊息，以利投資人區別瞭解,2024/3/8,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%9B%A0%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E6%9C%89%E5%83%B9%E8%AD%89%E5%88%B8%E6%96%BC%E9%9B%86%E4%B8%AD%E4%BA%A4%E6%98%93%E5%B8%82%E5%A0%B4%E9%81%94%E5%85%AC%E5%B8%83%E6%B3%A8%E6%84%8F%E4%BA%A4%E6%98%93%E8%B3%87%E8%A8%8A%E6%A8%99%E6%BA%96-%E6%95%85%E5%85%AC%E5%B8%83%E7%9B%B8%E9%97%9C%E8%B2%A1%E5%8B%99%E6%A5%AD%E5%8B%99%E7%AD%89%E9%87%8D%E5%A4%A7%E8%A8%8A%E6%81%AF-%E4%BB%A5%E5%88%A9%E6%8A%95%E8%B3%87%E4%BA%BA%E5%8D%80%E5%88%A5%E7%9E%AD%E8%A7%A3-075658498.html,5234
熱門股：台光電(2383)、志聖(2467)、圓剛(2417)、達興材料(5234)、雙鴻(3324),2024/3/6,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E8%82%A1-%E5%8F%B0%E5%85%89%E9%9B%BB-2383-%E5%BF%97%E8%81%96-2467-030329233.html,5234
【公告】達興材料 2024年2月合併營收2.73億元 年增-3.56%,2024/3/5,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99-2024%E5%B9%B42%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B62-73%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-071227851.html,5234
達興材料去年EPS 5.1元，半導體業務今年可望大放異彩,2024/2/29,https://tw.stock.yahoo.com/news/%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E5%8E%BB%E5%B9%B4eps-5-1%E5%85%83-%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%A5%AD%E5%8B%99%E4%BB%8A%E5%B9%B4%E5%8F%AF%E6%9C%9B%E5%A4%A7%E6%94%BE%E7%95%B0%E5%BD%A9-001153588.html,5234
【公告】達興材料董事會決議股利分派,2024/2/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E8%82%A1%E5%88%A9%E5%88%86%E6%B4%BE-094423316.html,5234
【公告】達興材料董事會決議召開113年股東常會,2024/2/27,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%8F%AC%E9%96%8B113%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83-094421345.html,5234
熱門股－達興 面板看旺創波段高,2024/2/6,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E8%82%A1-%E9%81%94%E8%88%88-%E9%9D%A2%E6%9D%BF%E7%9C%8B%E6%97%BA%E5%89%B5%E6%B3%A2%E6%AE%B5%E9%AB%98-201000535.html,5234
【公告】達興材料 2024年1月合併營收3.33億元 年增6.14%,2024/2/5,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99-2024%E5%B9%B41%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B63-33%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E6-072136998.html,5234
友達、達興 迎三春勝景,2024/1/25,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94-%E9%81%94%E8%88%88-%E8%BF%8E%E4%B8%89%E6%98%A5%E5%8B%9D%E6%99%AF-201000609.html,5234
【公告】達興材料 2023年12月合併營收3.03億元 年增-3.22%,2024/1/5,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99-2023%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B63-03%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-095146282.html,5234
半導體特化材料布局有成，達興材料2024年半導體營收進入倍數成長時代,2024/1/2,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94%E7%89%B9%E5%8C%96%E6%9D%90%E6%96%99%E5%B8%83%E5%B1%80%E6%9C%89%E6%88%90-%E9%81%94%E8%88%88%E6%9D%90%E6%96%992024%E5%B9%B4%E5%8D%8A%E5%B0%8E%E9%AB%94%E7%87%9F%E6%94%B6%E9%80%B2%E5%85%A5%E5%80%8D%E6%95%B8%E6%88%90%E9%95%B7%E6%99%82%E4%BB%A3-074050517.html,5234
《光電股》達興 半導體材料通過驗證,2023/12/14,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E9%81%94%E8%88%88-%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%9D%90%E6%96%99%E9%80%9A%E9%81%8E%E9%A9%97%E8%AD%89-235145186.html,5234
達興 半導體材料通過驗證,2023/12/14,https://tw.stock.yahoo.com/news/%E9%81%94%E8%88%88-%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%9D%90%E6%96%99%E9%80%9A%E9%81%8E%E9%A9%97%E8%AD%89-201000184.html,5234
【公告】達興材料召開法人說明會之相關訊息,2023/12/12,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E8%88%88%E6%9D%90%E6%96%99%E5%8F%AC%E9%96%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83%E4%B9%8B%E7%9B%B8%E9%97%9C%E8%A8%8A%E6%81%AF-083449963.html,5234
【公告】邁達特112年12月合併營收更正,2024/4/3,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%82%81%E9%81%94%E7%89%B9112%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B6%E6%9B%B4%E6%AD%A3-091849390.html,6112
《業績-資服》邁達特3月營收為13.93億元，年減21.99%,2024/4/2,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E8%B3%87%E6%9C%8D-%E9%82%81%E9%81%94%E7%89%B93%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA13-93%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B21-092215671.html,6112
【公告】邁達特 2024年3月合併營收13.93億元 年增-21.99%,2024/4/2,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%82%81%E9%81%94%E7%89%B9-2024%E5%B9%B43%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B613-93%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-092135336.html,6112
【公告】邁達特董事長異動,2024/3/22,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%82%81%E9%81%94%E7%89%B9%E8%91%A3%E4%BA%8B%E9%95%B7%E7%95%B0%E5%8B%95-095638664.html,6112
【公告】邁達特法人董事改派代表人,2024/3/22,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%82%81%E9%81%94%E7%89%B9%E6%B3%95%E4%BA%BA%E8%91%A3%E4%BA%8B%E6%94%B9%E6%B4%BE%E4%BB%A3%E8%A1%A8%E4%BA%BA-095636078.html,6112
